Source	Target	Type	Id	Weight
1	2	Directed	1	1.0
2	978	Directed	2	1.0
978	980	Directed	3	1.0
980	981	Directed	4	1.0
981	982	Directed	5	1.0
982	983	Directed	6	1.0
982	984	Directed	7	1.0
982	986	Directed	8	1.0
982	987	Directed	9	1.0
982	988	Directed	10	1.0
982	989	Directed	11	1.0
982	990	Directed	12	1.0
981	991	Directed	13	1.0
981	993	Directed	14	1.0
993	994	Directed	15	1.0
993	995	Directed	16	1.0
993	996	Directed	17	1.0
993	997	Directed	18	1.0
993	998	Directed	19	1.0
993	999	Directed	20	1.0
980	1000	Directed	21	1.0
1000	1001	Directed	22	1.0
1001	1002	Directed	23	1.0
1001	1003	Directed	24	1.0
1000	1004	Directed	25	1.0
1004	1005	Directed	26	1.0
1004	1007	Directed	27	1.0
1000	1008	Directed	28	1.0
1008	1009	Directed	29	1.0
1008	1010	Directed	30	1.0
1000	1011	Directed	31	1.0
1000	1013	Directed	32	1.0
980	1015	Directed	33	1.0
1015	1016	Directed	34	1.0
1015	1017	Directed	35	1.0
1015	1018	Directed	36	1.0
1015	1019	Directed	37	1.0
980	1020	Directed	38	1.0
1020	1021	Directed	39	1.0
1021	1022	Directed	40	1.0
1021	1023	Directed	41	1.0
1021	1024	Directed	42	1.0
1020	1025	Directed	43	1.0
1025	1026	Directed	44	1.0
1025	1027	Directed	45	1.0
1025	1028	Directed	46	1.0
980	1029	Directed	47	1.0
1029	1030	Directed	48	1.0
1030	1031	Directed	49	1.0
1030	1032	Directed	50	1.0
1030	1033	Directed	51	1.0
1029	1034	Directed	52	1.0
1034	1035	Directed	53	1.0
1034	1036	Directed	54	1.0
1034	1037	Directed	55	1.0
1029	1038	Directed	56	1.0
1029	1040	Directed	57	1.0
978	1042	Directed	58	1.0
1042	1043	Directed	59	1.0
1043	1044	Directed	60	1.0
1044	1045	Directed	61	1.0
1044	1046	Directed	62	1.0
1044	1047	Directed	63	1.0
1043	1048	Directed	64	1.0
1043	1050	Directed	65	1.0
1043	1052	Directed	66	1.0
1052	1053	Directed	67	1.0
1052	1054	Directed	68	1.0
1043	1055	Directed	69	1.0
1055	1056	Directed	70	1.0
1055	1057	Directed	71	1.0
1055	1058	Directed	72	1.0
1043	1059	Directed	73	1.0
1042	1061	Directed	74	1.0
1061	1062	Directed	75	1.0
1061	1064	Directed	76	1.0
1061	1067	Directed	77	1.0
1061	1069	Directed	78	1.0
1061	1071	Directed	79	1.0
1071	1072	Directed	80	1.0
1071	1073	Directed	81	1.0
1071	1074	Directed	82	1.0
1071	1075	Directed	83	1.0
1071	1076	Directed	84	1.0
1071	1077	Directed	85	1.0
1077	1079	Directed	86	1.0
1077	1080	Directed	87	1.0
1077	1081	Directed	88	1.0
1071	1082	Directed	89	1.0
1071	1083	Directed	90	1.0
1061	1084	Directed	91	1.0
1084	1085	Directed	92	1.0
1084	1086	Directed	93	1.0
1084	1088	Directed	94	1.0
1084	1089	Directed	95	1.0
1061	1090	Directed	96	1.0
1090	1091	Directed	97	1.0
1090	1092	Directed	98	1.0
1090	1093	Directed	99	1.0
1042	1094	Directed	100	1.0
1094	1095	Directed	101	1.0
1094	1097	Directed	102	1.0
1094	1099	Directed	103	1.0
1094	1101	Directed	104	1.0
1094	1103	Directed	105	1.0
1042	1104	Directed	106	1.0
1104	1105	Directed	107	1.0
1105	1106	Directed	108	1.0
1105	1107	Directed	109	1.0
1105	1108	Directed	110	1.0
1105	1109	Directed	111	1.0
1104	1110	Directed	112	1.0
1110	1111	Directed	113	1.0
1110	1112	Directed	114	1.0
1110	1113	Directed	115	1.0
1104	1114	Directed	116	1.0
1114	1115	Directed	117	1.0
1114	1116	Directed	118	1.0
1114	1117	Directed	119	1.0
1114	1118	Directed	120	1.0
1114	1119	Directed	121	1.0
1104	1120	Directed	122	1.0
1120	1121	Directed	123	1.0
1120	1122	Directed	124	1.0
1122	1123	Directed	125	1.0
1122	1124	Directed	126	1.0
1104	1125	Directed	127	1.0
1125	1126	Directed	128	1.0
1125	1128	Directed	129	1.0
1125	1129	Directed	130	1.0
1104	1130	Directed	131	1.0
1130	1131	Directed	132	1.0
1130	1132	Directed	133	1.0
1104	1133	Directed	134	1.0
1133	1134	Directed	135	1.0
1134	1135	Directed	136	1.0
1134	1136	Directed	137	1.0
1134	1137	Directed	138	1.0
1134	1138	Directed	139	1.0
1133	1139	Directed	140	1.0
1133	1140	Directed	141	1.0
978	1141	Directed	142	1.0
1141	1142	Directed	143	1.0
1142	1143	Directed	144	1.0
1142	1145	Directed	145	1.0
1142	1147	Directed	146	1.0
1147	1148	Directed	147	1.0
1147	1149	Directed	148	1.0
1147	1150	Directed	149	1.0
1147	1151	Directed	150	1.0
1142	1152	Directed	151	1.0
1142	1155	Directed	152	1.0
1142	1158	Directed	153	1.0
1141	1160	Directed	154	1.0
1160	1161	Directed	155	1.0
1161	1162	Directed	156	1.0
1161	1163	Directed	157	1.0
1161	1165	Directed	158	1.0
1160	1167	Directed	159	1.0
1167	1169	Directed	160	1.0
1167	1170	Directed	161	1.0
1167	1171	Directed	162	1.0
1160	1172	Directed	163	1.0
1160	1174	Directed	164	1.0
1160	1176	Directed	165	1.0
1141	1178	Directed	166	1.0
1178	1179	Directed	167	1.0
1179	1180	Directed	168	1.0
1179	1181	Directed	169	1.0
1179	1182	Directed	170	1.0
1179	1183	Directed	171	1.0
1178	1184	Directed	172	1.0
1178	1186	Directed	173	1.0
1186	1187	Directed	174	1.0
1186	1188	Directed	175	1.0
1186	1189	Directed	176	1.0
1186	1190	Directed	177	1.0
1186	1191	Directed	178	1.0
1141	1192	Directed	179	1.0
1192	1193	Directed	180	1.0
1192	1195	Directed	181	1.0
1192	1198	Directed	182	1.0
1198	1199	Directed	183	1.0
1198	1200	Directed	184	1.0
1192	1201	Directed	185	1.0
1192	1203	Directed	186	1.0
1192	1205	Directed	187	1.0
1141	1207	Directed	188	1.0
1207	1208	Directed	189	1.0
1207	1210	Directed	190	1.0
1210	1211	Directed	191	1.0
1210	1213	Directed	192	1.0
1207	1214	Directed	193	1.0
1214	1215	Directed	194	1.0
1214	1216	Directed	195	1.0
1207	1217	Directed	196	1.0
1217	1218	Directed	197	1.0
1217	1220	Directed	198	1.0
1217	1222	Directed	199	1.0
1207	1223	Directed	200	1.0
1223	1224	Directed	201	1.0
1223	1225	Directed	202	1.0
1207	1226	Directed	203	1.0
1226	1227	Directed	204	1.0
1226	1228	Directed	205	1.0
1207	1229	Directed	206	1.0
1229	1230	Directed	207	1.0
1230	1231	Directed	208	1.0
1230	1233	Directed	209	1.0
1229	1235	Directed	210	1.0
1229	1236	Directed	211	1.0
